symbol,security,country,gics_sector,gics_sub_industry,categories
TRU,TransUnion,United States,Finance,Finance: Consumer Services,"[""Financial services companies of the United States"", ""Companies listed on the New York Stock Exchange"", ""Companies based in Chicago"", ""American companies established in 1968"", ""Financial services companies established in 1968"", ""2015 initial public offerings"", ""Credit scoring"", ""Data collection"", ""1968 establishments in Illinois"", ""Data companies"", ""Data brokers""]"
TRUE,TrueCar,United States,Technology,Computer Software: Programming Data Processing,"[""Automotive websites"", ""Companies listed on the Nasdaq"", ""Retail companies established in 2005"", ""Internet properties established in 2005"", ""Used car market""]"
TRUP,Trupanion,United States,Health Care,Medical Specialities,"[""American companies established in 1999"", ""Financial services companies established in 1999"", ""Insurance companies of the United States"", ""Companies listed on the Nasdaq"", ""Companies based in Seattle"", ""Pet insurance"", ""Financial services companies of the United States""]"
TRV,The Travelers Companies,United States,Finance,Property-Casualty Insurers,"[""The Travelers Companies| "", ""1853 establishments in New York (state)"", ""1853 establishments in the United States"", ""American companies established in 1853"", ""Companies established in 1853"", ""Companies in the Dow Jones Industrial Average"", ""Companies listed on the New York Stock Exchange"", ""Corporate spin-offs"", ""Financial services companies established in 1853"", ""Financial services companies of the United States"", ""Insurance companies based in New York City"", ""Insurance companies of the United States"", ""Publicly traded companies based in New York City"", ""Risk management companies""]"
TRVI,Trevi Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
TRVN,Trevena,United States,Health Care,Biotechnology: Pharmaceutical Preparations,"[""Companies listed on the Nasdaq"", ""Pharmaceutical companies of the United States"", ""Biotechnology companies of the United States"", ""Companies based in Montgomery County, Pennsylvania"", ""Companies with year of establishment missing"", ""Health care companies based in Pennsylvania"", ""2014 initial public offerings""]"
TRX,TRX Gold Corporation,Canada,,,
TSBK,Timberland Bancorp,United States,Finance,Banks,
TSBX,Turnstone Biologics Corp.,United States,,,
TSCO,Tractor Supply Company,United States,Consumer Discretionary,RETAIL: Building Materials,"[""Farm and ranch supply stores of the United States"", ""Retail companies established in 1938"", ""Companies based in Tennessee"", ""Williamson County, Tennessee"", ""Home improvement retailers of the United States"", ""Companies listed on the Nasdaq"", ""1938 establishments in North Dakota"", ""1994 initial public offerings"", ""Agriculture companies established in 1938"", ""American companies established in 1938"", ""Hardware stores of the United States"", ""Agricultural supply stores"", ""Pet stores""]"
TSHA,Taysha Gene Therapies,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
TSI,TCW Strategicome Fund,United States,Finance,Investment Managers,
TSLA,Tesla,United States,Consumer Discretionary,Auto Manufacturing,"[""Tesla, Inc.| "", ""Car manufacturers of the United States"", ""Battery electric vehicle manufacturers"", ""Electric vehicle manufacturers of the United States"", ""Luxury motor vehicle manufacturers"", ""Motor vehicle manufacturers based in California"", ""Sports car manufacturers"", ""Companies based in Palo Alto, California"", ""Manufacturing companies based in California"", ""2003 establishments in California"", ""Vehicle manufacturing companies established in 2003"", ""Companies listed on the Nasdaq"", ""Manufacturing companies based in the San Francisco Bay Area"", ""2010 initial public offerings"", ""Car brands"", ""Elon Musk"", ""Multinational companies headquartered in the United States"", ""American companies established in 2003"", ""Electric vehicle infrastructure developers"", ""Electric motor manufacturers"", ""Electric vehicle battery manufacturers"", ""Motor vehicle manufacturers based in Texas"", ""Production electric cars""]"
TSLX,Sixth Street Specialty Lending,,Finance,Investment Managers,
TSN,Tyson Foods,United States,Consumer Staples,Meat/Poultry/Fish,"[""Tyson Foods| "", ""Companies listed on the New York Stock Exchange"", ""Agriculture companies of the United States"", ""American companies established in 1935"", ""Food and drink companies established in 1935"", ""Food and drink companies based in Arkansas"", ""Manufacturing companies based in Arkansas"", ""Food manufacturers of the United States"", ""Multinational companies headquartered in the United States"", ""Intensive farming"", ""Brand name poultry meats"", ""Meat companies of the United States"", ""Meat processing in the United States"", ""Springdale, Arkansas"", ""Frozen food brands"", ""Poultry companies"", ""1935 establishments in Arkansas"", ""Multinational food companies"", ""Meat packers"", ""Family-owned companies of the United States""]"
TSP,TuSimple Holdings,United States,Industrials,Construction/Ag Equipment/Trucks,"[""Electric trucks"", ""Self-driving car companies"", ""Truck manufacturers"", ""Electric vehicle manufacturers"", ""Electric vehicle industry"", ""Companies based in California""]"
TSQ,Townsquare Media,United States,Consumer Discretionary,Broadcasting,"[""Townsquare Media radio stations| "", ""Mass media companies established in 1996"", ""Companies that filed for Chapter 11 bankruptcy in 2010"", ""Companies based in Fairfield County, Connecticut"", ""Radio broadcasting companies of the United States"", ""Oaktree Capital Management media holdings"", ""Companies listed on the New York Stock Exchange""]"
TSRI,TSR,United States,Technology,EDP Services,"[""TSR, Inc.| "", ""1973 establishments in Wisconsin"", ""1997 disestablishments in Wisconsin"", ""Defunct companies based in Wisconsin"", ""Design companies disestablished in 1997"", ""Design companies established in 1973"", ""Dungeons & Dragons"", ""Publishing companies disestablished in 1997"", ""Publishing companies established in 1973"", ""Role-playing game publishing companies"", ""Wargame companies""]"
TT,Trane Technologies,United States,Industrials,Building Products,"[""Trane Technologies| "", ""Companies listed on the New York Stock Exchange"", ""Companies based in Swords, Dublin"", ""Manufacturing companies established in 1871"", ""Companies that filed for Chapter 11 bankruptcy in 2020"", ""Tax inversions"", ""Multinational companies headquartered in the Republic of Ireland"", ""Diesel engine manufacturers"", ""Locomotive engine manufacturers""]"
TTC,Toro Company (The),United States,Consumer Discretionary,Tools/Hardware,"[""Agricultural machinery manufacturers of the United States"", ""Lawn mower manufacturers"", ""Snow removal"", ""Lawn and garden tractors"", ""Irrigation in the United States"", ""Manufacturing companies based in Minnesota"", ""Companies based in Bloomington, Minnesota"", ""Manufacturing companies established in 1914"", ""1914 establishments in Minnesota"", ""Companies listed on the New York Stock Exchange"", ""Irrigation companies""]"
TTD,The Trade Desk,United States,Technology,Computer Software: Programming Data Processing,"[""Marketing companies established in 2009"", ""Online advertising services and affiliate networks"", ""Companies based in Ventura County, California"", ""Companies listed on the Nasdaq"", ""2016 initial public offerings"", ""Online advertising"", ""Digital marketing companies of the United States"", ""2009 establishments in California""]"
TTEC,TTEC Holdings,United States,Technology,Retail: Computer Software & Peripheral Equipment,"[""American companies established in 1982"", ""Business services companies established in 1982"", ""Business process outsourcing companies of the United States"", ""Call centre companies"", ""Companies listed on the Nasdaq"", ""1982 establishments in Colorado"", ""1996 initial public offerings"", ""Companies based in Englewood, Colorado""]"
TTEK,Tetra Tech,United States,Consumer Discretionary,Military/Government/Technical,"[""Robotics companies of the United States"", ""Companies listed on the Nasdaq"", ""Engineering consulting firms of the United States"", ""International engineering consulting firms"", ""American companies established in 1966"", ""Companies based in Pasadena, California""]"
TTGT,TechTarget,United States,Telecommunications,Telecommunications Equipment,"[""Technology websites"", ""Technology companies based in Massachusetts"", ""Companies based in Middlesex County, Massachusetts"", ""Newton, Massachusetts"", ""Mass media companies established in 1999"", ""Technology companies established in 1999"", ""1999 establishments in Massachusetts"", ""Companies listed on the Nasdaq""]"
TTI,Tetra Technologies,United States,Energy,Oil & Gas Production,
TTMI,TTM Technologies,United States,Technology,Electrical Products,
TTNP,Titan Pharmaceuticals,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"[""Pharmaceutical companies of the United States"", ""Companies based in South San Francisco, California"", ""Companies listed on the Nasdaq"", ""Health care companies based in California""]"
TTOO,T2 Biosystems,United States,Health Care,Medical/Dental Instruments,
TTP,Tortoise Pipeline & Energy Fund,United States,Finance,Trusts Except Educational Religious and Charitable,
TTSH,Tile Shop Holdings,United States,Finance,Blank Checks,
TTWO,Take-Two Interactive Software,United States,Technology,Computer Software: Prepackaged Software,"[""Take-Two Interactive| "", ""1993 establishments in New York (state)"", ""1997 initial public offerings"", ""American companies established in 1993"", ""Companies listed on the Nasdaq"", ""Holding companies based in New York City"", ""Holding companies established in 1993"", ""Holding companies of the United States"", ""Publicly traded companies based in New York City"", ""Video game companies established in 1993"", ""Video game companies of the United States"", ""Video game development companies"", ""Video game publishers""]"
TUP,Tupperware Brands Corporation,United States,Industrials,Plastic Products,"[""Direct marketing"", ""Marketing companies of the United States"", ""Multinational companies headquartered in the United States"", ""Companies based in Orlando, Florida"", ""American companies established in 1946"", ""Retail companies established in 1946"", ""1946 establishments in Massachusetts"", ""Companies listed on the New York Stock Exchange""]"
TURN,180 Degree Capital Corp.,United States,Finance,Finance/Investors Services,"[""Companies based in Essex County, New Jersey"", ""American companies established in 1981"", ""Companies listed on the Nasdaq"", ""Montclair, New Jersey"", ""1980s initial public offerings""]"
